incidentid,age,age category ,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
19840928TXRIN,21,Adult,Male,White,Former Student,Surrendered,No,None,,,,
19841021PAWYE,,Unknown,Male,Unknown,Unknown,Unknown,No,None,,,,
19841022MICED,16,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
19841024MISOD,17,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19841024OHWEC,45,Adult,Female,White,Parent,Fled/Apprehended,No,None,,Not guilty by insanity,N/A,
19841030SCPEP,21,Adult,Male,Unknown,Intimate Relationship,Apprehended/Killed by LE,No,None,,,,
19841031LAEAG,16,Teen,Male,White,Student,Unknown,No,None,Second degree murder,Pleaded to manslaughter - 7 years reduced to 5 year probation,,
19841109CTWIN,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19841126MDMIR,16,Teen,Male,Unknown,Unknown,Fled/Apprehended,No,None,,,,
19841207MOEDS,17,Teen,Male,White,Student,Surrendered,No,None,,,,
19850118TXARA,17,Teen,Male,White,Student,Suicide,Yes,Suicide,,,,
19850121KSGOG,14,Minor,Male,White,Student,Fled/Apprehended,No,None,,,,
19850126MASTB,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19850205CTAIH,18,Adult,Male,Unknown,Intimate Relationship,Fled/Escaped,No,None,,,,
19850416TXMAA,31,Adult,Male,Unknown,Police Officer/SRO,Surrendered,No,None,Aggravated assault,,N/A,
19850516FLPAB,15,Teen,Female,Unknown,Student,Attempted Suicide,No,Wounded,,,,
19850724TXHIH,65,Adult,Female,Unknown,No Relation,Surrendered,No,None,,Aggravated assault,N/A,
19850904VAEAR,12,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,aggravated assault and using a gun in a felony.,,N/A,
19850909TXWHH,18,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,,,
19850920TXLAC,16,Teen,Male,Unknown,Student,Unknown,No,None,,,,
19850925OHTRT,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19851008MDLAB,18,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19851008MDLAB,22,Adult,Male,Unknown,Relative,Fled/Apprehended,No,None,"2nd degree murder, handgun charge",7 years,,
19851008MDLAB,19,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,,30 years,,
19851018MIMUD,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19851022OHSOG,Adult,Adult,,Unknown,Police Officer/SRO,Law Enforcement,No,None,"Accident, no charges",No Charges,N/A,
19851126WASPS,14,Minor,Female,Unknown,Student,Suicide,Yes,Suicide,,,,
19851127ALCHB,16,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,N/A,,N/A,
19851203NHCOC,16,Teen,Male,White,Former Student,Apprehended/Killed by LE,Yes,Fatal,,,,
19851209PAARP,22,Adult,Male,Unknown,No Relation,Subdued by Students/Staff/Other,No,None,,,,
19851210CTPOP,13,Minor,Male,Unknown,Student,Surrendered,No,None,,,,
19860109NCNOD,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,1st Degree Murder,,,
19860117CAVAL,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19860129MDLAB,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19860224LABOS,13,Minor,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
19860306ILTHD,14,Minor,Male,Unknown,Student,Surrendered,No,None,"juvenile petition accusing him of attempted murder, aggravated battery and unlawful use of a weapon",,No,
19860423FLCHM,17,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19860429MOSES,16,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19860509NCPIF,17,Teen,Male,Unknown,Student,Apprehended/Killed by LE,No,None,,90 days in jail,No,
19860515GACAA,Teen,Adult,,Unknown,Student,Surrendered,No,None,,,,
19860516WYCOC,43,Adult,Male,White,No Relation,Suicide,Yes,Suicide,N/A,,N/A,
19860516WYCOC,47,Adult,Female,White,No Relation,Apprehended/Killed by LE,No,Wounded,,,,
19860517TNMAN,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19860912CAFAL,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19860918CABEB,18,Adult,Male,Unknown,Student,Surrendered,No,None,Investigation of murder,,,
19861003CAMOM,19,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
19861003CAMOM,18,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
19861003CAMOM,17,Teen,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
19861008TXSOD,19,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,Murder,,N/A,
19861204MTFEL,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19870114CALOL,18,Adult,Male,Unknown,Student,Attempted Suicide,No,Wounded,,,,
19870123MIRED,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19870210ARDAD,17,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
19870213AZORM,17,Teen,Male,White,Student,Fled/Apprehended,No,None,,,,
19870224NYMON,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19870224NYMON,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19870302MODED,12,Minor,Male,White,Student,Suicide,Yes,Suicide,,,,
19870306TXRIE,19,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,,,
19870306TXRIE,Adult,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,,,
19870330CAPAS,44,Adult,Female,Unknown,No Relation,Suicide,Yes,Suicide,,,,
19870416MIMUD,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19870430ORGRP,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19870503INPII,17,Teen,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
19870506ARMAJ,15,Teen,Male,Unknown,Student,Attempted Suicide,No,Wounded,,,,
19870506FLLET,15,Teen,Male,White,Student,Suicide,Yes,Suicide,,,,
19870513ILOAO,17,Teen,Male,Unknown,Student,Attempted Suicide,No,Wounded,,,,
19870928ILILL,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19871014ILDUC,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19871030NCSOK,15,Teen,Male,Unknown,Relative,Fled/Apprehended,No,None,,,,
19871104MISOD,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19871114FLCLC,18,Adult,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
19871130TXPES,51,Adult,Male,Unknown,Intimate Relationship,Suicide,Yes,Suicide,,,,
19871202FLENJ,16,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19871204NYEAN,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19871215NYGRB,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19871216TXMAK,15,Teen,Male,Other,Student,Suicide,Yes,Suicide,,,,
19880105PASPS,20,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
19880106FLGAT,17,Teen,Female,Unknown,Student,Attempted Suicide,No,Wounded,,,,
19880108PACRM,15,Teen,Male,Unknown,Student,Attempted Suicide,No,None,,,,
19880120LASIR,18,Adult,Male,Unknown,Student,Unknown,No,None,Negligent Homicide,"Guilty, Negligent Homicide (plead no content), 5 years in prison",N/A,
19880129TXREA,18,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19880202ALWET,42,Adult,Male,Unknown,No Relation,Surrendered,No,None,,,,
19880202ALWET,42,Adult,Male,Unknown,No Relation,Surrendered,No,None,,,,
19880211FLPIL,15,Teen,Male,White,Student,Fled/Apprehended,No,None,,,,
19880211FLPIL,15,Teen,Male,White,Student,Fled/Apprehended,No,None,,,,
19880226RIBRB,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19880304MILED,13,Minor,Female,Unknown,Student,Unknown,No,None,Careless and reckless use of a firearm,,No,
19880323CACAS,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,No Suspect to Charge,,,
19880324TXTRA,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Y,,No,
19880505ILMAC,16,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19880516FLFOF,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19880520ILHUW,30,Adult,Female,White,Nonstudent,Fled/Apprehended,Yes,Suicide,Murder,Suicide in custody,No,
19880531NYPUB,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19880602MSWIJ,Adult,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,,,,
19880602MSWIJ,Adult,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,,,,
19880602MSWIJ,Adult,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,,,,
19880617MIJOD,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19880630HIAIO,18,Adult,Male,Hawaiian/Pacific Islander,Student,Fled/Apprehended,No,None,,,,
19880710WISIM,28,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
19880711MSLAJ,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19880831MICED,16,Teen,Male,Unknown,Former Student,Fled/Apprehended,No,None,,,,
19880831MICED,17,Teen,Male,Unknown,Former Student,Fled/Apprehended,No,None,,,,
19880831SCWEA,20,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,Sentenced to death,,
19880902GAGLA,,Unknown,,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,No suspect to charge,,,
19880902NCGAC,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Assault with a deadly weapon,,,
19880903TXLID,Teen,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19880903TXLID,Teen,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19880903TXLID,Teen,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19880903TXLID,Teen,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19880922ILMOC,40,Adult,Male,Black,No Relation,Apprehended/Killed by LE,Yes,Fatal,,,,"Yes, Unknown"
19880926SCOAG,19,Adult,Male,White,Former Student,Apprehended/Killed by LE,No,None,"2 counts of murder, 9 counts of assault and battery with intent to kill, 1 count of carrying a firearm",Conviction; sentenced to death and 175 years in prison,N/A,
19881003FLMAM,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19881004FLJEJ,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19881004LAISB,33,Adult,Female,Unknown,Teacher,Unknown,No,None,,,,
19881005MDEDB,17,Teen,Male,Unknown,Student,Unknown,No,None,,,,
19881006ALMOM,29,Adult,Female,Unknown,Relative,Fled/Apprehended,No,None,,,,
19881007MDSOB,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19881007TXDIP,10,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19881101FLPAJ,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19881107UTGLS,14,Minor,Male,Unknown,Student,Apprehended/Killed by LE,No,None,,,,
19881122TXABA,16,Teen,Male,White,Student,Fled/Apprehended,No,None,,,,
19881216VAATV,16,Teen,Male,Black,Student,Subdued by Students/Staff/Other,No,None,,,,
19890105ARHEL,19,Adult,Male,Unknown,Unknown,Unknown,No,None,First degree murder,"Guilty, second degree murder, 10 years in prison",N/A,
19890117CACLS,24,Adult,Male,White,Former Student,Suicide,Yes,Suicide,,,,Extensive history of violence
19890126DCWOW,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Murder,,Yes,
19890126DCWOW,18,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,Murder,,Yes,
19890210UTTHK,12,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19890303INWIG,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Murder,6 years for Reckless homicide,Yes,
19890426TXAMD,18,Adult,Male,Unknown,Nonstudent,Fled/Apprehended,No,None,,,,
19890911AZDYE,,Unknown,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19890918KYJAM,17,Teen,Male,Unknown,Student,Surrendered,No,None,,Life without parole,Yes,
19891005CALOA,15,Teen,Male,Unknown,Student,Surrendered,No,None,"charges of attempted murder, aggravated assault, bringing a firearm on campus, false imprisonment and hostage-taking",,,
19891031TXOLD,14,Minor,Male,Unknown,Student,Surrendered,No,None,,,,
19891113NYALN,15,Teen,Male,Unknown,Student,Unknown,No,None,,,,
19891115TXWOA,13,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,delinquent misconduct,confinement to juvenile facility,,
19891122CACHO,19,Adult,Male,Hispanic,Unknown,Fled/Apprehended,No,None,,"Second Degree Murder, Shooting From A Vehicle (20 years)",N/A,
19891204LACAS,Teen,Adult,Male,Unknown,Student,Unknown,No,None,,,,
19891205PASEM,16,Teen,Male,White,Student,Suicide,Yes,Suicide,,,,No
19891205TXWWD,18,Adult,Male,Hispanic,Unknown,Fled/Apprehended,No,None,,,,
19891212SCCHC,21,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,,,,
19900116RICEP,17,Teen,Male,Asian,Student,Fled/Apprehended,No,None,,,,
19900220OHTAC,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19900327NYNEB,Teen,Adult,Male,White,Student,Fled/Escaped,No,None,,,,
19900403TXSKD,18,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19900504CAMOE,17,Teen,Male,Asian,Student,Fled/Apprehended,No,None,,,,
19900520TNHIC,50,Adult,Male,Unknown,Teacher,Fled/Apprehended,No,None,,,,
19900531TXSUF,16,Teen,Male,White,No Relation,Fled/Apprehended,No,None,,,,
19900824NCMYC,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19900827NVELL,15,Teen,Male,Unknown,Student,Unknown,No,None,Murder,First-degree murder,Yes,
19900827TXWHD,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
19900911TXSAS,,Unknown,Male,Black,Student,Fled/Apprehended,No,None,,,,
19900922ALLEB,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
19901002TXWHD,Adult,Adult,Female,Hispanic,No Relation,Fled/Escaped,No,None,No suspect to charge,,,
19901029INCHC,18,Adult,Male,White,Student,Apprehended/Killed by LE,No,None,,,,No
19901030TXNAG,32,Adult,Female,Hispanic,Parent,Apprehended/Killed by LE,No,None,Attempted murder,,N/A,
19901213LASAS,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19910108TXRIR,15,Teen,Male,White,Student,Suicide,Yes,Suicide,No suspect to charge,N/A,N/A,
19910117TXHOD,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19910117TXHOD,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19910219LABON,20,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,,,,"Armed robbery, attempted murder, resisting arrest"
19910313ALSES,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Attempted murder and 2nd degree assault,,,
19910314SCWOP,18,Adult,Male,Black,Former Student,Fled/Apprehended,No,None,5 counts including assault and battery with the intent to kill,"15 years, 2X assault and battery with intent to kill",N/A,
19910314SCWOP,,Unknown,Male,Black,Former Student,Fled/Apprehended,No,None,5 counts including assault and battery with the intent to kill,"15 years, 2X assault and battery with intent to kill",N/A,
19910325NCGAC,20,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,"Murder, possession of weapon on school grounds",,N/A,
19910411SCNOR,18,Adult,Male,White,Student,Suicide,Yes,Suicide,N/A,,N/A,
19910423CARAC,14,Minor,Male,Unknown,Unknown,Fled/Apprehended,No,None,,,,
19910423CARAC,17,Teen,Male,Unknown,Unknown,Fled/Apprehended,No,None,,,,
19910423MSHUB,16,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19910510OHFRC,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Murder,,Yes,
19910516KSCOK,13,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,Attempted murder,,,
19910521CAROS,20,Adult,Male,Hispanic,No Relation,Fled/Escaped,No,None,,,,
19910521FLSCP,18,Adult,Male,Unknown,Student,Subdued by Students/Staff/Other,No,None,first-degree murder and two counts of attempted murder,,No,
19910722CAWEL,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
19910730CAENC,,Unknown,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19910913TXMAH,,Unknown,,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
19910917ILWOC,14,Minor,Male,Black,Student,Fled/Apprehended,No,None,,,,
19910918TXCRC,15,Teen,Female,Black,Student,Unknown,No,None,Murder,,Yes,
19911002TXSPH,16,Teen,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19911004CADOL,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19911004CAROL,,Unknown,,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
19911009NYJAB,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
19911011MAMAR,18,Adult,Male,Black,Unknown,Fled/Escaped,No,None,,,,
19911015NHMOS,16,Teen,Male,Unknown,Former Student,Apprehended/Killed by LE,No,None,,,,
19911015SCWOW,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19911015TXGEP,13,Minor,Male,Unknown,No Relation,Unknown,No,None,,,,
19911023TXOAD,18,Adult,Male,Unknown,Relative,Fled/Apprehended,No,None,,,,
19911106LAWAN,18,Adult,Male,Black,Student,Fled/Escaped,No,None,,,,
19911111TXYSE,19,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,Murder and attempted murder,,,
19911111TXYSE,17,Teen,Male,Unknown,Former Student,Fled/Apprehended,No,None,Murder and attempted murder,,,
19911111TXYSE,18,Adult,Male,Unknown,Former Student,Fled/Apprehended,No,None,Murder and attempted murder,,,
19911111TXYSE,17,Teen,Male,Unknown,Former Student,Fled/Apprehended,No,None,Murder and attempted murder,,,
19911114TXMIH,16,Teen,Male,Unknown,Student,Apprehended/Killed by SRO,No,None,,,,
19911125NYTHB,14,Minor,Male,Black,Student,Fled/Apprehended,No,None,,,,
19911226NCWHW,18,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,No suspect to charge,,,
19920128LAFRG,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19920131LAFRG,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19920206OKDOO,14,Minor,Male,Unknown,Student,Unknown,No,None,,,,
19920207VABON,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
19920226NYTHB,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
19920305OHHAO,12,Minor,Male,White,Student,Fled/Apprehended,No,None,Felonious Assault,,No,
19920331LAOPA,15,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19920409FLFOF,16,Teen,Male,Black,Student,Fled/Apprehended,No,None,Attempted murder,Pleaded No Contest - sentenced to 12 years,Yes,
19920417TXLID,,Unknown,,Unknown,Unknown,Surrendered,No,None,,,,
19920501CALIO,20,Adult,Male,White,Former Student,Surrendered,No,None,,,,
19920514CASIN,14,Minor,Male,Unknown,Student,Surrendered,No,None,,,,
19920514TXHUH,14,Minor,Male,White,Student,Surrendered,No,None,,,,
19920529CAVEL,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19920606CAMEM,17,Teen,Male,Asian,Student,Fled/Escaped,No,None,,,,
19920911TXPAA,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19920928CAHIS,18,Adult,Male,Asian,Student,Fled/Apprehended,No,None,,,,
19920928CAHIS,19,Adult,Male,Asian,Student,Fled/Apprehended,No,None,,,,
19920928CAHIS,20,Adult,Male,Asian,Student,Fled/Apprehended,No,None,,,,
19920930TXHOH,15,Teen,Male,White,Student,Fled/Apprehended,No,None,,,,
19921013AZDET,20,Adult,Male,White,No Relation,Fled/Apprehended,No,None,First Degree Murder,,,
19921019NYEVB,,Unknown,Male,Black,Student,Fled/Escaped,No,None,,,,
19921104MIFID,Minor,Adult,Male,Black,Student,Fled/Apprehended,No,None,,,,
19921104MIFID,18,Adult,Male,Black,Student,Fled/Apprehended,No,None,,,,
19921104MIFID,18,Adult,Male,Black,Student,Fled/Apprehended,No,None,,,,
19921104MIMAD,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
19921104MIMUD,14,Minor,Male,Unknown,No Relation,Fled/Apprehended,No,None,Assault with intent to commit murder,,,
19921104MIMUD,14,Minor,Female,Unknown,No Relation,Fled/Apprehended,No,None,Assault with intent to commit murder,,,
19921104MIMUD,13,Minor,Female,Unknown,No Relation,Fled/Apprehended,No,None,Assault with intent to commit murder,,,
19921110ILSHC,13,Minor,Male,Unknown,Student,Suicide,Yes,Suicide,N/A,,,
19921113TXLAC,39,Adult,Male,Unknown,Intimate Relationship,Suicide,Yes,Suicide,,,,
19921116ALFAB,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19921120ILTIC,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19921124ALROM,18,Adult,,Unknown,Student,Unknown,No,None,,,,
19921130ILORC,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19921203ILWOC,23,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
19921203ILWOC,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
19921214NYWAW,15,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
19930105NYBRB,Teen,Adult,Male,Unknown,Rival School Student,Fled/Escaped,No,None,,,,
19930105NYBRB,Teen,Adult,Male,Unknown,Rival School Student,Fled/Escaped,No,None,,,,
19930112FLNOM,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
19930118KYEAG,17,Teen,Male,White,Student,Surrendered,No,None,two counts of capital murder and 22 counts of kidnapping,Life without parole,Yes,
19930121CAFAL,Teen,Adult,Male,Unknown,Student,Surrendered,No,None,,,,
19930201NYAMA,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
19930201WARER,14,Minor,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
19930204GACLA,17,Teen,Male,Unknown,Nonstudent,Surrendered,No,None,,,,
19930208DCWAW,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
19930208MNMIM,14,Minor,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
19930222CAREL,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
19930226MAGLG,15,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
19930308VADOD,32,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,First-degree murder,First-degree murder,No,
