incidentid,race,injury,gender,schoolaffiliation,age,age category 
20131023CANEC,N/A,Wounded,,Student,Child,Child
20131023CANEC,N/A,Wounded,,Student,Child,Child
20131101IAALA,White,None,Male,Former Student,23,Adult
20131103GASTL,N/A,Wounded,Male,Student,17,Teen
20131113PABRP,N/A,Wounded,Male,Student,17,Teen
20131113PABRP,N/A,Wounded,Male,Student,17,Teen
20131113PABRP,N/A,Wounded,Male,Student,15,Teen
20131204FLWEW,Black,Wounded,Male,Student,15,Teen
20131213COARC,White,Fatal,Female,Student,17,Teen
20131219CAEDF,Hispanic,Wounded,Male,Teacher,30,Adult
20140109TNLIJ,N/A,Wounded,Male,Student,17,Teen
20140113CTHIN,N/A,Wounded,Male,Rival School Student,14,Child
20140114LASTB,Black,Wounded,Male,,19,Adult
20140114NMBER,N/A,Wounded,Male,Student,Teen,Teen
20140114NMBER,N/A,Wounded,Female,Student,Teen,Teen
20140114PAKIL,N/A,None,,,,Unknown
20140117PADEP,N/A,Wounded,Male,Student,15,Teen
20140117PADEP,N/A,Wounded,Female,Student,15,Teen
20140127ILREC,Black,Wounded,Male,Parent,Adult,Adult
20140128HIPRH,N/A,Wounded,Male,Student,Teen,Teen
20140131AZCEP,N/A,None,,,,Unknown
20140131IANOD,Black,Wounded,Female,Student,15,Teen
20140207ORBEB,N/A,None,Male,Student,17,Teen
20140210NCSAS,Black,Wounded,Male,Student,16,Teen
20140211OHCHL,N/A,None,,,,Unknown
20140220MIRAR,N/A,Fatal,Male,Relative,30,Adult
20140307LAMAT,N/A,Wounded,Male,Unknown,16,Teen
20140312FLACM,Black,Fatal,Female,No Relation,33,Adult
20140325GABEC,N/A,None,,,,Unknown
20140403NJUNN,N/A,None,,,,Unknown
20140409NCDHG,N/A,None,,,,Unknown
20140410OHLIC,N/A,Wounded,Male,No Relation,14,Child
20140410OHLIC,N/A,Wounded,Male,No Relation,20,Adult
20140411MIEAD,Black,Fatal,Male,Relative,19,Adult
20140421INSTG,N/A,Fatal,Female,Parent,42,Adult
20140421UTPRP,N/A,None,Male,Student,14,Child
20140503WAHOE,N/A,Wounded,Male,Gang Member,15,Teen
20140514CAJOR,Black,Wounded,Male,Student,14,Child
20140521WICLM,Black,Fatal,Female,Student,10,Child
20140610ORRET,White,Fatal,Male,Student,14,Child
20140610ORRET,White,Wounded,Male,Student,15,Teen
20140623MOKEB,White,Fatal,Male,Student,15,Teen
20140813MDHEF,N/A,None,,,,Unknown
20140814VASAN,Black,Fatal,Male,No Relation,16,Teen
20140814VASAN,Black,Fatal,Male,No Relation,17,Teen
20140814VASAN,Black,Wounded,Male,No Relation,17,Teen
20140909FLSTM,N/A,Wounded,Male,,,Unknown
20140910FLGRL,Black,None,Male,Student,14,Child
20140911UTWET,White,None,Female,Teacher,39,Adult
20140919IANOD,N/A,Wounded,Male,Student,Teen,Teen
20140925NHWEM,N/A,None,,,,Unknown
20140930KYFEL,Black,Wounded,Male,Student,15,Teen
20140930NCALA,Black,Wounded,Male,Student,Teen,Teen
20141003GALAF,Black,Fatal,Male,No Relation,17,Teen
20141021TNAMM,N/A,Wounded,Male,Student,13,Child
20141024GALAA,Black,Wounded,Male,Student,17,Teen
20141024WAMAM,N/A,Fatal,Female,Student,14,Child
20141024WAMAM,N/A,Fatal,Female,Student,14,Child
20141024WAMAM,N/A,Fatal,Female,Student,14,Child
20141024WAMAM,N/A,Fatal,Male,Student,15,Teen
20141024WAMAM,N/A,Wounded,Male,Student,14,Child
20141024WAMAM,N/A,Wounded,Unknown,Student,Teen,Teen
20141024WAMAM,N/A,Wounded,Unknown,Student,Teen,Teen
20141120FLMIM,Black,Fatal,Male,No Relation,16,Teen
20141120FLMIM,Black,Wounded,Male,No Relation,17,Teen
20141212ORROP,Black,Wounded,Male,Student,16,Teen
20141212ORROP,Black,Wounded,Female,Student,17,Teen
20141212ORROP,Black,Wounded,Male,Gang Member,20,Adult
20141212ORROP,Black,Wounded,Female,Student,17,Teen
20141216PASUP,Black,Fatal,Male,No Relation,20,Adult
20141217MEBEW,White,None,Male,No Relation,41,Adult
20141217MIGOW,Black,Wounded,Male,Student,15,Teen
20150115WIWIM,N/A,Wounded,Male,Student,15,Teen
20150115WIWIM,N/A,Wounded,Male,Teacher,Adult,Adult
20150115WIWIM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20150116FLVAO,N/A,Wounded,Female,Student,14,Child
20150116FLVAO,N/A,Wounded,Female,Student,19,Adult
20150120ALWIM,N/A,Wounded,Male,No Relation,Adult,Adult
20150122SCROH,N/A,None,,,,Unknown
20150126MNHAR,N/A,None,Male,Unknown,48,Adult
20150204MDFRF,Black,Wounded,Male,Student,15,Teen
20150204MDFRF,Black,Wounded,Male,Student,14,Child
20150215ARLAL,N/A,Wounded,Male,No Relation,37,Adult
20150215ARLAL,N/A,Wounded,Male,No Relation,13,Child
20150215CATEM,Hispanic,Fatal,Male,Student,16,Teen
20150330MOPEU,N/A,Wounded,Male,No Relation,34,Adult
20150417TXSES,Hispanic,None,Male,Student,18,Adult
20150422NVRUL,N/A,None,,,,Unknown
20150427WANOL,N/A,None,,,,Unknown
20150428MDDRW,N/A,Wounded,Male,No Relation,22,Adult
20150504OHWIC,N/A,Fatal,Male,No Relation,22,Adult
20150504OHWIC,N/A,Wounded,Male,No Relation,26,Adult
20150505GACOC,N/A,None,,,,Unknown
20150512AZCOT,Black,None,Male,Student,18,Adult
20150512FLUNJ,N/A,Wounded,Female,Student,14,Child
20150512FLUNJ,N/A,Wounded,Female,Student,15,Teen
20150520TXROR,N/A,None,Male,Student,18,Adult
20150524MISOF,N/A,Wounded,,,,Unknown
20150524MISOF,N/A,Wounded,,,,Unknown
20150524MISOF,N/A,Wounded,,,,Unknown
20150524MISOF,N/A,Wounded,,,,Unknown
20150524MISOF,N/A,Wounded,,,,Unknown
20150524MISOF,N/A,Wounded,,,,Unknown
20150524MISOF,N/A,Wounded,,,,Unknown
20150527FLEVE,N/A,Wounded,Male,No Relation,30,Adult
20150604NCSOF,N/A,None,,,,Unknown
20150623NEFOF,N/A,None,,,,Unknown
20150627CTSAH,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,Teen
20150627CTSAH,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,Teen
20150627CTSAH,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,Teen
20150627CTSAH,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,Teen
20150629TXJOS,N/A,None,Male,No Relation,28,Adult
20150705TXCOD,Black,Wounded,Male,Former Student,18,Adult
20150724TXELC,N/A,Fatal,Male,No Relation,19,Adult
20150808TXPAP,N/A,None,,,,Unknown
20150823TXWIR,N/A,None,,,,Unknown
20150825GAWSA,N/A,Wounded,Female,Student,Child,Child
20150903ORNEN,N/A,None,,,,Unknown
20150911LANOL,N/A,Wounded,Female,Unknown,17,Teen
20150922NCCES,White,Wounded,Male,Parent,33,Adult
20150930SDHAH,White,Wounded,Male,Principal/Vice-Principal,Adult,Adult
20151015TXKAS,N/A,None,,,,Unknown
20151024TXEDS,Hispanic,Fatal,Male,No Relation,25,Adult
20151105GAVEM,N/A,None,,,,Unknown
20151111ARSUS,N/A,Wounded,Male,Student,Teen,Teen
20151120FLNAM,N/A,None,,,,Unknown
20151204KSWEW,Black,Wounded,Male,Student,17,Teen
20160112DECED,N/A,None,,,,Unknown
20160113ARHAB,N/A,Wounded,Male,Student,18,Adult
20160120INNOI,N/A,None,,,,Unknown
20160122INLAI,N/A,Wounded,Male,Student,15,Teen
20160129PABEP,N/A,None,,,,Unknown
20160209MIMUM,N/A,Wounded,Male,Student,Teen,Teen
20160209MIMUM,N/A,Wounded,Male,Student,Teen,Teen
20160209MIMUM,N/A,Wounded,Female,Student,Teen,Teen
20160212AZING,Hispanic,Fatal,Female,Student,15,Teen
20160217FLROH,N/A,None,,,,Unknown
20160217PACHC,N/A,Wounded,Male,Student,16,Teen
20160226TXPAP,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,63,Adult
20160226TXPAP,N/A,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,59,Adult
20160229OHMAM,N/A,Wounded,Female,Student,14,Child
20160229OHMAM,N/A,Wounded,Male,Student,14,Child
20160229OHMAM,N/A,Wounded,Male,Student,14,Child
20160229OHMAM,N/A,Wounded,Male,Student,15,Teen
20160315ALHUB,N/A,Wounded,Male,Student,Teen,Teen
20160423WIANA,N/A,Wounded,Male,Student,Teen,Teen
20160423WIANA,N/A,Wounded,Female,Student,Teen,Teen
20160502TXKID,Black,None,Male,Student,15,Teen
20160504COEAP,N/A,Wounded,Female,Teacher,Adult,Adult
20160505MDHIB,White,Fatal,Female,Parent,44,Adult
20160505MDHIB,White,Wounded,Male,Parent,Adult,Adult
20160506FLOSP,N/A,None,Male,No Relation,28,Adult
20160506IDROT,N/A,None,,,,Unknown
20160513SCSOG,N/A,None,Male,Student,16,Teen
20160515KSAUA,N/A,Wounded,Female,Relative,28,Adult
20160608MAJED,Black,Fatal,Male,Student,17,Teen
20160608MAJED,N/A,Wounded,Male,Student,Teen,Teen
20160608MAJED,N/A,Wounded,Male,Student,Teen,Teen
20160608MAJED,N/A,Wounded,Female,Unknown,67,Adult
20160616ILMCC,Black,Fatal,Male,Other Staff,25,Adult
20160630CAWOH,N/A,Wounded,Female,No Relation,23,Adult
20160725MOAVA,White,Wounded,Male,Former Student,18,Adult
20160817OHWEC,N/A,Wounded,Male,No Relation,18,Adult
20160817OHWEC,N/A,Wounded,Male,No Relation,19,Adult
20160819FLSOM,N/A,None,,,,Unknown
20160902OKMCT,N/A,Wounded,Male,Student,13,Child
20160907MIDED,N/A,None,Male,Principal/Vice-Principal,Adult,Adult
20160908TXALA,N/A,Wounded,Female,Student,17,Teen
20160908TXALA,N/A,Wounded,Female,Student,17,Teen
20160909IACEC,N/A,None,Male,Student,15,Teen
20160909PASMY,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,23,Adult
20160909PASMY,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20,Adult
20160926MSTAJ,Black,Wounded,Male,Student,17,Teen
20160927OHELC,N/A,Wounded,Male,Other Staff,Adult,Adult
20160927OHELC,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20160927OHELC,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20,Adult
20160928SCTOT,White,Fatal,,Student,6,Child
20160928SCTOT,White,Wounded,,Student,6,Child
20160928SCTOT,White,Wounded,,Teacher,47,Adult
20160928SCTOT,White,Wounded,,Student,Child,Child
20160930ILCHC,N/A,Wounded,Male,Bus Driver,31,Adult
20161006TXDUF,N/A,Wounded,Male,Unknown,18,Adult
20161011ALVIM,N/A,Wounded,Male,Student,Teen,Teen
20161013OHLIC,Black,Wounded,Male,Student,Teen,Teen
20161013OHLIC,Black,Wounded,Male,Student,Teen,Teen
20161015GABEA,N/A,Wounded,Female,Student,17,Teen
20161018CAJUS,N/A,Wounded,Female,Student,15,Teen
20161018CAJUS,N/A,Wounded,Male,Student,Teen,Teen
20161018CAJUS,N/A,Wounded,Male,Student,Teen,Teen
20161018CAJUS,N/A,Wounded,Male,Student,Teen,Teen
20161025UTUNS,N/A,Wounded,Male,Student,16,Teen
20161102COGRG,Hispanic,None,Male,Student,17,Teen
20161103COBEB,N/A,None,Male,Student,15,Teen
20161111MIBAA,N/A,Wounded,Female,Teacher,Adult,Adult
20161117MNCRS,N/A,None,,,,Unknown
20161201UTMUB,N/A,None,,,,Unknown
20161209MOBAS,Black,Wounded,Male,Former Student,19,Adult
20161209NVHUR,White,Wounded,Male,Student,14,Child
20170101DELAH,N/A,Wounded,Male,Unknown,17,Teen
20170110ALALA,N/A,None,,,,Unknown
20170117FLFRE,N/A,None,,,,Unknown
20170120OHWEW,N/A,Wounded,Male,Student,16,Teen
20170127SCSOA,N/A,Wounded,Female,Student,13,Child
20170127SCSOA,N/A,Wounded,Female,Student,15,Teen
20170127SCSOA,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20170206LASCB,N/A,None,,,,Unknown
20170218MNMAM,N/A,None,Female,Intimate Relationship,Adult,Adult
20170316ALROM,N/A,Wounded,Female,Student,Teen,Teen
20170321CAKIK,N/A,Wounded,Male,Student,18,Adult
20170328PALIP,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,22,Adult
20170410CANOS,N/A,Wounded,,Student,8,Child
20170410CANOS,N/A,Wounded,,Student,9,Child
20170410CANOS,N/A,Fatal,Female,Teacher,53,Adult
20170415OKBOT,N/A,Wounded,Male,Former Student,52,Adult
20170515LAMOL,N/A,Wounded,Male,Student,Teen,Teen
20170523TXKEK,N/A,None,Male,Principal/Vice-Principal,Adult,Adult
20170524ALGRG,N/A,None,,Student,Teen,Teen
20170524NEMCO,Black,Fatal,Male,,21,Adult
20170526OKMCT,N/A,Wounded,Male,Student,13,Child
20170616ILWAC,N/A,Wounded,Female,Student,7,Child
20170616ILWAC,N/A,Wounded,Female,Student,12,Child
20170622SCWIF,N/A,None,Male,Student,Teen,Teen
20170719WIHIM,N/A,Wounded,Male,No Relation,32,Adult
20170721UTSPS,N/A,Wounded,Male,Unknown,18,Adult
20170801GABAV,N/A,Wounded,Female,Student,Teen,Teen
20170817GALIL,N/A,None,Male,Teacher,Adult,Adult
20170831CAARS,N/A,None,,,,Unknown
20170908ARNON,N/A,Wounded,Male,No Relation,Teen,Teen
20170908OHCOC,N/A,None,,,,Unknown
20170913WAFRR,N/A,Fatal,Male,Student,Teen,Teen
20170913WAFRR,N/A,Wounded,,Student,Teen,Teen
20170913WAFRR,N/A,Wounded,,Student,Teen,Teen
20170913WAFRR,N/A,Wounded,,Student,Teen,Teen
20170920ILMAM,N/A,Wounded,Male,Student,Teen,Teen
20170928KYSOL,Black,None,Male,No Relation,20,Adult
20170929CASUL,N/A,Wounded,,Student,Child,Child
20170929CASUL,N/A,Wounded,,Student,Child,Child
20170929CASUL,N/A,Wounded,,Student,Child,Child
20170929CASUL,N/A,Wounded,,Teacher,Adult,Adult
20170929CASUL,N/A,Wounded,,Teacher,Adult,Adult
20170929MOLEL,N/A,None,Female,Student,Teen,Teen
20170930PAPUC,N/A,Wounded,Male,No Relation,42,Adult
20171012NCCHC,N/A,None,,,,Unknown
20171014NCKEK,N/A,None,,,,Unknown
20171020OHSTT,N/A,None,,,,Unknown
20171027NYPRU,N/A,None,,,,Unknown
20171103MIPAL,N/A,Wounded,Female,No Relation,15,Teen
20171109GABEC,N/A,Wounded,Male,Student,15,Teen
20171109GABEC,N/A,Wounded,Female,Student,15,Teen
20171110GALAM,N/A,None,,,,Unknown
20171114CARAR,N/A,Wounded,Female,Unknown,31,Adult
20171114CARAR,N/A,Wounded,,,Adult,Adult
20171114CARAR,N/A,Wounded,Male,Relative,2,Child
20171114CARAR,N/A,Wounded,,Student,Child,Child
20171114CARAR,N/A,Wounded,,Student,Child,Child
20171114CARAR,N/A,Wounded,,Student,Child,Child
20171114CARAR,N/A,Wounded,,Student,Child,Child
20171114CARAR,N/A,Wounded,,Student,Child,Child
20171114CARAR,N/A,Wounded,,Student,Child,Child
20171114CARAR,N/A,Wounded,,Student,Child,Child
20171114CARAR,N/A,Wounded,Male,Student,10,Child
20171114CARAR,N/A,Wounded,Male,Student,6,Child
20171114CARAR,N/A,Wounded,Male,Parent,Adult,Adult
20171114CARAR,N/A,Wounded,Male,Parent,20,Adult
20171114CARAR,N/A,Wounded,Male,,39,Adult
20171114CARAR,N/A,Wounded,Female,,,Unknown
20171114CARAR,N/A,Wounded,Male,Student,6,Child
20171114CARAR,N/A,Wounded,,,Adult,Adult
20171114FLLAM,N/A,None,Male,Student,17,Teen
20171117TNNOJ,N/A,None,,,,Unknown
20171123COMAD,N/A,Wounded,Female,No Relation,Adult,Adult
20171123COMAD,N/A,Wounded,Male,No Relation,Child,Child
20171123COMAD,N/A,Wounded,Male,No Relation,Child,Child
20171128CABOS,N/A,None,,,,Unknown
20171129OHBAL,N/A,None,,,,Unknown
20171130VASAV,N/A,None,Male,Student,Teen,Teen
20171207NMAZA,Hispanic,Fatal,Male,Student,Teen,Teen
20171207NMAZA,Hispanic,Fatal,Female,Student,Teen,Teen
20171209ILCHC,N/A,Wounded,Female,Student,15,Teen
20171209ILCHC,N/A,Wounded,Female,Student,17,Teen
20171209ILCHC,N/A,Wounded,Female,Student,18,Adult
20171211NCHIH,N/A,None,,,,Unknown
20171212TXSAP,N/A,Wounded,Male,Relative,21,Adult
20171212TXSAP,N/A,Wounded,Male,Relative,20,Adult
20171214TXELD,N/A,None,,,,Unknown
20171219MIBEB,N/A,Wounded,Male,Student,Teen,Teen
20171227CALIL,N/A,Wounded,Male,No Relation,Adult,Adult
20171231LAEDA,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20171231LAEDA,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20171231WAPIM,N/A,None,,,,Unknown
20180104WANES,N/A,None,,,,Unknown
20180105IAFOF,N/A,None,,,,Unknown
20180109AZCOS,N/A,None,Male,Student,Teen,Teen
20180116VTMOM,White,None,Male,No Relation,32,Adult
20180122LANEN,N/A,None,,,,Unknown
20180122TXITI,N/A,Wounded,Female,Student,Teen,Teen
20180123KYMAB,N/A,Fatal,Male,Student,15,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Female,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Female,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Female,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Female,Student,Teen,Teen
20180123KYMAB,N/A,Fatal,Male,Student,15,Teen
20180123KYMAB,N/A,Wounded,Female,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180123KYMAB,N/A,Wounded,Male,Student,Teen,Teen
20180125ALMUM,N/A,None,,,,Unknown
20180126MIDED,N/A,None,,,,Unknown
20180131PALIP,N/A,Fatal,Male,No Relation,32,Adult
20180201CASAL,N/A,Wounded,,Student,11,Child
20180201CASAL,N/A,Wounded,,Student,12,Child
20180201CASAL,N/A,Minor Injuries,,Teacher,30,Adult
20180201CASAL,N/A,Minor Injuries,,Student,Child,Child
20180201CASAL,N/A,Minor Injuries,,Student,Child,Child
20180205MDOXO,N/A,Wounded,Male,Student,17,Teen
20180205MNHAM,N/A,None,,,,Unknown
20180208NYTHN,N/A,None,,,,Unknown
20180209TNPEN,Black,Wounded,Male,No Relation,17,Teen
20180214FLMAP,N/A,Fatal,Female,Student,14,Child
20180214FLMAP,N/A,Fatal,Female,Student,14,Child
20180214FLMAP,N/A,Fatal,Male,Student,17,Teen
20180214FLMAP,N/A,Fatal,Female,Student,14,Child
20180214FLMAP,N/A,Fatal,Female,Student,18,Adult
20180214FLMAP,N/A,Fatal,Female,Student,17,Teen
20180214FLMAP,N/A,Fatal,Male,Student,14,Child
20180214FLMAP,N/A,Fatal,Female,Student,16,Teen
20180214FLMAP,N/A,Fatal,Male,Student,15,Teen
20180214FLMAP,N/A,Wounded,Female,Student,18,Adult
20180214FLMAP,N/A,Wounded,Female,Student,17,Teen
20180214FLMAP,N/A,Fatal,Male,Teacher,35,Adult
20180214FLMAP,N/A,Wounded,Male,Student,15,Teen
20180214FLMAP,N/A,Wounded,Female,Student,17,Teen
20180214FLMAP,N/A,Wounded,Female,Teacher,50,Adult
20180214FLMAP,N/A,Wounded,Female,Student,17,Teen
20180214FLMAP,N/A,Wounded,Male,Student,15,Teen
20180214FLMAP,N/A,Wounded,Male,Student,15,Teen
20180214FLMAP,N/A,Wounded,Female,Student,Teen,Teen
20180214FLMAP,N/A,Wounded,Male,Student,Teen,Teen
20180214FLMAP,N/A,Wounded,Female,Student,Teen,Teen
20180214FLMAP,N/A,Wounded,Female,Student,Teen,Teen
20180214FLMAP,N/A,Fatal,Male,Student,14,Child
20180214FLMAP,N/A,Wounded,Female,Student,Teen,Teen
20180214FLMAP,N/A,Wounded,Male,Student,Teen,Teen
20180214FLMAP,N/A,Wounded,Female,Student,Teen,Teen
20180214FLMAP,N/A,Wounded,Male,Student,Teen,Teen
20180214FLMAP,N/A,Wounded,,Student,Teen,Teen
20180214FLMAP,N/A,Fatal,Male,Student,17,Teen
20180214FLMAP,N/A,Fatal,Female,Teacher,37,Adult
20180214FLMAP,N/A,Fatal,Female,Student,14,Child
20180214FLMAP,N/A,Fatal,Male,Teacher,49,Adult
20180214FLMAP,N/A,Fatal,Male,Student,15,Teen
20180214FLMAP,N/A,Fatal,Female,Student,14,Child
20180215FLNOC,N/A,None,,,,Unknown
20180220OHJAM,N/A,None,Male,Student,13,Child
20180226WAOAT,N/A,None,,,,Unknown
20180228GADAD,N/A,None,,,,Unknown
20180305MOKIC,N/A,None,,,,Unknown
20180307ALHUB,Black,Fatal,Female,Student,Teen,Teen
20180309KYFRL,N/A,None,Male,Student,Teen,Teen
20180313CASES,N/A,Minor Injuries,,Student,Teen,Teen
20180313CASES,N/A,Minor Injuries,,Student,Teen,Teen
20180313CASES,N/A,Minor Injuries,,Student,Teen,Teen
20180313VAGEA,N/A,None,,,,Unknown
20180316MTBIM,N/A,None,,,,Unknown
20180319VADOP,N/A,Wounded,Female,Parent,Adult,Adult
20180320MDGRG,White,Fatal,Male,Student,Teen,Teen
20180320MDGRG,White,Wounded,Female,Student,Teen,Teen
20180328MSEUE,N/A,None,,,,Unknown
20180329KYJOE,White,None,Male,Parent,51,Adult
20180409NYGLG,N/A,Wounded,Male,Student,Teen,Teen
20180412MORAR,N/A,Wounded,Male,Parent,Adult,Adult
20180419MIJAJ,N/A,None,,,,Unknown
20180420FLFOO,N/A,Wounded,Male,Student,Teen,Teen
20180423GABEA,N/A,None,,,,Unknown
20180503SDENW,N/A,Wounded,Male,Other Staff,19,Adult
20180503TNWAW,N/A,None,,,,Unknown
20180505MIFOF,N/A,None,,,,Unknown
20180511CAHIP,N/A,Wounded,Male,Student,Teen,Teen
20180516ILDID,N/A,Wounded,Male,Student,,Unknown
20180517MOCEK,N/A,Wounded,,Student,Teen,Teen
20180517MOCEK,N/A,Wounded,,Relative,Adult,Adult
20180518GAMOA,N/A,Fatal,Female,Relative,40,Adult
20180518GAMOA,N/A,Wounded,Female,Relative,21,Adult
20180518GAMOA,N/A,Wounded,Female,Relative,Adult,Adult
20180518TXSAS,N/A,Fatal,Female,Teacher,63,Adult
20180518TXSAS,N/A,Fatal,Female,Student,14,Child
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Fatal,Female,Teacher,64,Adult
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Wounded,,Student,Teen,Teen
20180518TXSAS,N/A,Fatal,Male,Student,17,Teen
20180518TXSAS,N/A,Fatal,Female,Student,16,Teen
20180518TXSAS,N/A,Fatal,Male,Student,15,Teen
20180518TXSAS,N/A,Fatal,Male,Student,15,Teen
20180518TXSAS,N/A,Fatal,Female,Student,15,Teen
20180518TXSAS,N/A,Fatal,Male,Student,17,Teen
20180518TXSAS,N/A,Fatal,Male,Student,17,Teen
20180521GABEG,N/A,Wounded,Female,Parent,Adult,Adult
20180525INNON,White,Wounded,Female,Student,Adult,Adult
20180525INNON,White,Wounded,Male,Teacher,Teen,Teen
20180601TXMCM,N/A,None,Unknown,Student,Teen,Teen
20180615OHVAB,N/A,None,Female,Nonstudent Using Athletic Facilities/Attending Game,Teen,Teen
20180617ORGRP,N/A,Fatal,Male,No Relation,Adult,Adult
20180621TXSKD,N/A,Wounded,Female,Student,16,Teen
20180624MTSEM,N/A,Wounded,Male,No Relation,Teen,Teen
20180624MTSEM,N/A,Wounded,Male,No Relation,Teen,Teen
20180625OHFUS,N/A,Wounded,Male,No Relation,Adult,Adult
20180701TNRAM,N/A,Fatal,Male,No Relation,Adult,Adult
20180703KSSUO,N/A,Fatal,Male,No Relation,47,Adult
20180703KSSUO,N/A,Wounded,Male,No Relation,Adult,Adult
20180711OHMIM,Black,Fatal,Male,,20,Adult
20180717WVHUH,N/A,None,,,,Unknown
20180719WAWEY,Hispanic,Fatal,Male,No Relation,18,Adult
20180804MDEDE,N/A,Fatal,Male,,19,Adult
20180809NJLAM,Black,Fatal,Male,Parent,37,Adult
20180811TNANN,N/A,Wounded,Male,Other Staff,42,Adult
20180817FLPAW,N/A,Wounded,Male,No Relation,39,Adult
20180817FLPAW,N/A,Wounded,Male,No Relation,29,Adult
20180823ALALM,N/A,None,,,,Unknown
20180824FLRAJ,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20180824FLRAJ,N/A,Wounded,Male,Student,17,Teen
20180824FLRAJ,N/A,Wounded,Male,Student,16,Teen
20180824ILMEC,N/A,Wounded,Male,Gang Member,Adult,Adult
20180824ILMEC,N/A,Wounded,Male,Gang Member,Adult,Adult
20180824ILMEC,N/A,Wounded,Male,Gang Member,Adult,Adult
20180828COCOD,N/A,Wounded,Male,Student,Teen,Teen
20180829DETOD,N/A,Fatal,Male,No Relation,39,Adult
20180830MIOTG,N/A,Wounded,Male,No Relation,17,Teen
20180830NCVIC,N/A,None,Female,Intimate Relationship,Adult,Adult
20180831CABAS,N/A,None,,,,Unknown
20180831IANOE,N/A,None,Female,Teacher,Adult,Adult
20180903NYLUN,Black,Fatal,Male,No Relation,34,Adult
20180905RIPRP,Black,Fatal,Male,Visiting Student,15,Teen
20180907IAHED,N/A,None,,,,Unknown
20180909CAGIG,N/A,None,,,,Unknown
20180910ILCHC,N/A,Wounded,Male,Student,16,Teen
20180910ILCHC,N/A,Wounded,Male,Student,17,Teen
20180910ILCHC,N/A,Wounded,Male,Student,18,Adult
20180910TNFAM,N/A,Wounded,Female,Student,15,Teen
20180911NVCAL,N/A,Fatal,Male,Student,18,Adult
20180914FLBOB,N/A,None,,,,Unknown
20180914WAMAE,N/A,None,,,,Unknown
20180917ALBLH,N/A,Wounded,Male,Student,7,Child
20180920CACHL,N/A,Wounded,,Student,Teen,Teen
20180920CACHL,N/A,Wounded,,Other Staff,Adult,Adult
20180920CAPOP,N/A,None,,,,Unknown
20180924GAAPB,N/A,None,Male,Student,Teen,Teen
20180924NCLAC,N/A,None,,,,Unknown
20180924PACEP,N/A,Fatal,Female,Student,17,Teen
